,Code,Name,fscore,ROA,ROA_prev,CFO,LEV,LEV_prev,LEQ,LEQ_prev,GMO,GMO_prev,ATR,ATR_prev
24,A016450,한세예스24홀딩스,5,0.032143345421535845,0.036703435963266515,0.031235116854539394,0.1259224651161473,0.2749794365090528,0.19730107590653223,0.3080487133602138,1.0,0.6148776295695705,0.05486992025463362,0.06503132676546323
25,A119650,KC코트렐,8,0.008612861964015232,-0.03642339388336208,0.07594064281366346,0.12371857557111045,0.1394861575293504,1.2817056192483842,1.1648679984570782,0.11811007571978481,0.03296283048126312,1.2117396412848063,1.0891620784990192
26,A092220,KEC,7,0.00028751206724587875,-0.0013018229042642325,0.09218563473448528,0.13801612969195393,0.17936664427491245,1.2318230917859696,1.2751618393341468,0.13623315812672676,0.1340896474586714,0.647462244804891,0.5916508650468169
27,A112610,씨에스윈드,5,-0.08158330654771712,0.033939888997832,0.1580457184009358,0.003202573405937016,0.005970472607145767,4.277159630453755,7.787570449675718,-0.046738824296372695,0.21722050018264266,0.489848649598559,0.45654511682471405
28,A016800,퍼시스,6,0.05775097671707813,0.08005368522526803,0.05936470243290095,0.026499625398540803,0.029653461709416466,4.9406399040352,4.369344014517839,0.24665537922666725,0.26236474093381223,0.5768301552194791,0.6502093747581315
29,A008060,대덕전자,3,0.04447435072239236,0.055908161526135675,,,,,,0.10068542115803027,0.09738611128820496,0.9342623908703158,0.9365632713765515
30,A003160,디아이,4,-0.014164710206012046,0.0031439841957303033,0.0027829735912309255,0.10072920649547137,0.059438841203536964,1.2647773627654277,1.3899361951602167,0.32529725049035957,0.281424584947794,0.36367656338939197,0.3800488117250331
31,A008490,서흥,6,0.04969425325727471,0.05480265753650236,0.09029517178054096,0.23858779096040225,0.3229649659999205,1.5590156278492433,2.31610102308823,0.16989530057461552,0.18216782744131205,0.6674734008460453,0.6400949610275551
32,A107590,미원에스씨,6,0.1502448571008162,0.14646562835124885,0.24764830568111276,0.028288748932272484,0.0318015881303979,5.006309711796306,5.760947498513074,0.21239749892489745,0.20512680201863961,1.24888837797448,1.2962668543450413
33,A004310,현대약품,4,0.008604507779552061,0.010820415502328677,-0.018745800693335517,0.03999571388756118,0.03143142322823927,1.8511904772557086,2.037174136824878,0.3927445781106797,0.3849463495889064,0.819050348715009,0.7456447648919847
34,A014820,동원시스템즈,4,0.04855700985337983,0.038673466599577475,0.03141650799533068,0.07199055584068698,,0.39231243214694406,,0.12637967728674204,0.10990778453794893,0.5964440429507052,0.6319870692477625
